instance_file,cost,num_routes,capacity,route,time_sec
1_FaridFajar.vrp,21443.00,1,30.0,0-37-43-19-44-6-2-11-30-33-17-27-23-26-1-35-20-3-40-42-13-29-15-31-16-39-28-18-25-7-38-32-22-14-36-12-21-24-41-34-9-10-8-5-4-0,0.000085
1_FaridFajar.vrp,21443.00,1,30.0,0-37-43-19-44-6-2-11-30-33-17-27-23-26-1-35-20-3-40-42-13-29-15-31-16-39-28-18-25-7-38-32-22-14-36-12-21-24-41-34-9-10-8-5-4-0,0.000079
1_FaridFajar.vrp,21443.00,1,30.0,0-37-43-19-44-6-2-11-30-33-17-27-23-26-1-35-20-3-40-42-13-29-15-31-16-39-28-18-25-7-38-32-22-14-36-12-21-24-41-34-9-10-8-5-4-0,0.000108
1_FaridFajar.vrp,21443.00,1,30.0,0-37-43-19-44-6-2-11-30-33-17-27-23-26-1-35-20-3-40-42-13-29-15-31-16-39-28-18-25-7-38-32-22-14-36-12-21-24-41-34-9-10-8-5-4-0,0.000096
1_FaridFajar.vrp,21443.00,1,30.0,0-37-43-19-44-6-2-11-30-33-17-27-23-26-1-35-20-3-40-42-13-29-15-31-16-39-28-18-25-7-38-32-22-14-36-12-21-24-41-34-9-10-8-5-4-0,0.000076
