instance_file,best_cost,avg_cost,worst_cost,num_runs,best_run,best_seed,num_routes,num_nodes,num_customers,capacity,total_demand,best_route,chromosome,total_time_sec,avg_time_per_run_sec
3_ChabibMaulana.vrp,52574.00,79184.80,97023.00,5,3,202,1,40,39,30.0,10.71,0-10-15-27-5-23-19-29-25-20-11-22-34-32-24-37-36-35-12-16-9-17-39-33-13-28-21-1-2-31-4-6-7-30-8-14-18-26-38-3-0,10-15-27-5-23-19-29-25-20-11-22-34-32-24-37-36-35-12-16-9-17-39-33-13-28-21-1-2-31-4-6-7-30-8-14-18-26-38-3,4.4014,0.8803
3_ChabibMaulana.vrp,52574.00,79184.80,97023.00,5,3,202,1,40,39,30.0,10.71,0-10-15-27-5-23-19-29-25-20-11-22-34-32-24-37-36-35-12-16-9-17-39-33-13-28-21-1-2-31-4-6-7-30-8-14-18-26-38-3-0,10-15-27-5-23-19-29-25-20-11-22-34-32-24-37-36-35-12-16-9-17-39-33-13-28-21-1-2-31-4-6-7-30-8-14-18-26-38-3,4.3239,0.8648
