instance_file,best_cost,avg_cost,worst_cost,num_runs,best_run,best_seed,num_routes,num_nodes,num_customers,capacity,total_demand,best_route,chromosome,total_time_sec,avg_time_per_run_sec
2_WahyuDwi.vrp,35987.00,40563.40,45223.00,5,2,201,1,36,35,30.0,22.24,0-11-25-32-12-5-13-2-8-29-17-10-7-19-14-18-1-28-20-26-24-21-22-15-16-4-6-3-30-31-23-33-35-34-9-27-0,11-25-32-12-5-13-2-8-29-17-10-7-19-14-18-1-28-20-26-24-21-22-15-16-4-6-3-30-31-23-33-35-34-9-27,4.1959,0.8392
