SA_SUMMARY,4_MochAlfian.vrp,27857.00,28777.00,29207.00,5,3,302,1,25,24,30.0,4.61,0-15-9-20-3-18-8-21-23-11-4-6-13-24-10-1-5-12-19-14-17-7-16-2-22-0,15-9-20-3-18-8-21-23-11-4-6-13-24-10-1-5-12-19-14-17-7-16-2-22,0.1879,0.0376
SA_SUMMARY,4_MochAlfian.vrp,27857.00,28777.00,29207.00,5,3,302,1,25,24,30.0,4.61,0-15-9-20-3-18-8-21-23-11-4-6-13-24-10-1-5-12-19-14-17-7-16-2-22-0,15-9-20-3-18-8-21-23-11-4-6-13-24-10-1-5-12-19-14-17-7-16-2-22,0.0672,0.0134
